months_as_customer,age,policy_state,policy_csl,policy_deductible,policy_annual_premium,education_level,occupation,incident_type,collision_type,incident_severity,authorities_contacted,auto_make,auto_year,total_claim_amount,vehicle_age,claim_ratio,fraud_reported
66,27,IL,100/300,1000,674,Masters,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Police,Ford,2005,22650,19,33.6053412462908,1
14,71,OH,100/300,500,1062,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,Honda,2006,152990,18,144.0583804143126,1
289,36,IL,100/300,1000,1700,High School,sales,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Honda,2007,82533,17,48.54882352941176,0
528,45,IL,100/300,1000,2783,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,None,Toyota,2019,119248,5,42.848724398131516,1
64,40,IL,500/1000,2000,1875,College,tech-support,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Toyota,2015,97870,9,52.19733333333333,0
466,41,IL,500/1000,2000,1181,Masters,sales,Vehicle Theft,Rear Collision,Total Loss,Police,Toyota,2007,172806,17,146.32176121930567,1
589,66,IL,100/300,1000,2127,High School,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Toyota,2000,183520,24,86.28114715561824,1
75,31,IN,500/1000,2000,1878,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,None,Toyota,1997,126629,27,67.42758253461129,1
508,79,IL,250/500,500,2435,College,tech-support,Vehicle Theft,Side Collision,Total Loss,Police,Honda,2013,28464,11,11.68952772073922,0
439,35,IN,100/300,500,544,College,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,None,Ford,2001,67537,23,124.14889705882354,1
274,77,OH,100/300,2000,2562,Masters,tech-support,Single Vehicle Collision,Front Collision,Major Damage,None,Toyota,2010,74870,14,29.22326307572209,0
247,22,IL,250/500,2000,1437,High School,sales,Single Vehicle Collision,Side Collision,Minor Damage,None,Ford,2010,177318,14,123.3945720250522,1
117,28,IL,100/300,500,1687,High School,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Fire,Honda,2018,149246,6,88.46828689982217,0
151,46,IN,250/500,2000,2744,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,None,Ford,2011,103892,13,37.86151603498542,1
106,72,IN,500/1000,1000,1093,Masters,sales,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Ford,2009,20773,15,19.00548947849954,0
324,32,OH,500/1000,2000,2730,College,tech-support,Vehicle Theft,Rear Collision,Total Loss,Fire,Ford,2011,123990,13,45.417582417582416,0
592,69,IL,250/500,500,2720,High School,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,None,Toyota,2000,66431,24,24.42316176470588,0
126,42,IL,100/300,1000,2878,College,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,None,Ford,2005,125069,19,43.45691452397498,1
21,71,IL,250/500,2000,1851,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,Police,Toyota,2023,148646,1,80.30578065910319,1
35,76,IL,250/500,500,1115,Masters,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,Ford,2003,71474,21,64.10224215246637,1
575,53,OH,100/300,2000,882,High School,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Ford,2014,172277,10,195.32539682539684,1
415,48,OH,500/1000,1000,1573,College,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Ford,2009,38425,15,24.427844882390335,1
387,79,IL,100/300,500,1483,High School,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Honda,2009,63699,15,42.9527983816588,1
82,71,IL,100/300,2000,1420,College,sales,Vehicle Theft,Rear Collision,Major Damage,Police,Toyota,2008,148032,16,104.24788732394366,1
597,78,OH,250/500,2000,2853,College,tech-support,Vehicle Theft,Front Collision,Major Damage,Ambulance,Honda,1998,138126,26,48.4143007360673,1
325,22,IL,100/300,500,2011,High School,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Police,Ford,1998,172349,26,85.70313276976628,1
439,46,IN,500/1000,1000,2132,College,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Police,Toyota,2012,24834,12,11.648217636022514,0
284,59,OH,500/1000,1000,2865,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2016,72792,8,25.407329842931937,0
426,34,IL,250/500,2000,998,College,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Honda,2004,114221,20,114.4498997995992,1
494,66,IN,500/1000,500,2369,High School,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,None,Ford,2000,93691,24,39.54875474883917,1
65,71,OH,100/300,2000,582,College,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Honda,2023,79282,1,136.2233676975945,1
425,59,IN,100/300,2000,2659,College,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Ford,2019,67766,5,25.485520872508463,1
568,72,IL,100/300,1000,2416,High School,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Police,Ford,1995,56514,29,23.391556291390728,1
61,71,IN,100/300,1000,2227,Masters,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,Toyota,2001,199763,23,89.70049393803323,1
452,31,IN,500/1000,2000,501,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,None,Honda,2016,122631,8,244.77245508982037,1
501,75,IN,500/1000,1000,1401,High School,tech-support,Vehicle Theft,Side Collision,Major Damage,Police,Ford,2009,83987,15,59.94789436117059,0
548,62,IL,500/1000,500,2090,College,tech-support,Vehicle Theft,Rear Collision,Total Loss,None,Honda,2023,4225,1,2.021531100478469,1
413,51,OH,100/300,500,2579,Masters,sales,Vehicle Theft,Side Collision,Minor Damage,Police,Toyota,2008,84123,16,32.618456766188444,1
583,43,IN,250/500,500,2673,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Honda,2013,146343,11,54.74859708193041,1
32,32,IN,500/1000,500,2734,College,sales,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,Toyota,2009,21056,15,7.701536210680322,1
447,43,OH,500/1000,1000,600,Masters,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Honda,2018,120392,6,200.65333333333334,0
130,49,OH,250/500,500,1796,High School,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Toyota,2012,79518,12,44.275055679287306,1
274,59,OH,100/300,1000,2052,High School,sales,Single Vehicle Collision,Front Collision,Total Loss,None,Honda,2021,55675,3,27.13206627680312,1
265,30,IL,500/1000,2000,1496,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Honda,2008,13379,16,8.943181818181818,0
131,19,OH,250/500,2000,772,High School,tech-support,Vehicle Theft,Side Collision,Total Loss,Police,Ford,2020,151882,4,196.73834196891193,1
46,63,OH,250/500,1000,1652,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,None,Toyota,2001,12397,23,7.504237288135593,1
233,31,IL,250/500,1000,1857,Masters,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Ford,1997,197675,27,106.44857296715132,1
398,61,IN,100/300,1000,1055,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,None,Honda,2015,120779,9,114.48246445497631,1
87,32,OH,500/1000,500,2851,College,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,None,Honda,1998,74805,26,26.238162048404067,1
509,63,IN,100/300,1000,1023,Masters,sales,Multi-vehicle Collision,Front Collision,Total Loss,None,Ford,2010,166637,14,162.89051808406646,1
357,65,IL,500/1000,500,642,Masters,sales,Single Vehicle Collision,Side Collision,Minor Damage,Police,Toyota,2009,190826,15,297.2367601246106,1
405,25,OH,100/300,2000,921,College,tech-support,Vehicle Theft,Side Collision,Major Damage,Ambulance,Honda,2004,1363,20,1.479913137893594,0
522,75,OH,100/300,2000,1382,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Toyota,2016,172128,8,124.54992764109986,1
12,34,IN,250/500,1000,891,High School,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,Ambulance,Toyota,1996,134639,28,151.10998877665546,1
522,38,OH,250/500,500,2049,College,sales,Single Vehicle Collision,Rear Collision,Minor Damage,None,Honda,2001,143355,23,69.96339677891655,1
129,43,IN,250/500,1000,2079,College,sales,Vehicle Theft,Rear Collision,Major Damage,Fire,Toyota,2013,9433,11,4.537277537277538,0
120,25,OH,250/500,500,2604,College,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,None,Toyota,2014,40263,10,15.461981566820276,1
586,63,OH,250/500,1000,524,Masters,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Toyota,2001,145615,23,277.8912213740458,1
229,51,IL,500/1000,1000,2281,College,sales,Multi-vehicle Collision,Front Collision,Major Damage,None,Toyota,2004,25918,20,11.362560280578693,0
186,43,OH,500/1000,500,2124,College,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Honda,2017,47330,7,22.283427495291903,0
546,70,OH,250/500,500,2659,High School,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,Toyota,1997,61282,27,23.047010154193305,0
108,45,IN,100/300,500,1781,Masters,tech-support,Vehicle Theft,Rear Collision,Major Damage,None,Ford,2002,107749,22,60.49915777653004,1
397,22,IL,250/500,500,1692,High School,sales,Multi-vehicle Collision,Side Collision,Major Damage,None,Ford,2001,104463,23,61.73936170212766,1
143,65,OH,250/500,500,1399,Masters,sales,Single Vehicle Collision,Front Collision,Total Loss,Police,Toyota,2010,121044,14,86.5218012866333,0
461,40,IL,250/500,500,754,Masters,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Police,Toyota,2022,142835,2,189.43633952254643,1
284,73,IL,100/300,1000,1377,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,None,Honda,2008,43025,16,31.24546114742193,0
71,73,OH,100/300,2000,2206,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,Police,Ford,2016,108509,8,49.18812330009066,0
281,40,IN,100/300,2000,1072,High School,sales,Vehicle Theft,Side Collision,Major Damage,Ambulance,Toyota,2017,9417,7,8.784514925373134,0
425,62,IN,500/1000,1000,1365,College,tech-support,Vehicle Theft,Rear Collision,Minor Damage,None,Ford,2021,137023,3,100.38315018315018,0
90,66,IN,250/500,2000,1673,High School,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Toyota,2018,70351,6,42.05080693365212,1
367,57,IL,500/1000,1000,1188,College,tech-support,Vehicle Theft,Front Collision,Total Loss,Ambulance,Honda,2006,135563,18,114.11026936026936,1
114,74,IN,500/1000,500,1087,Masters,tech-support,Vehicle Theft,Side Collision,Major Damage,Ambulance,Honda,2015,45115,9,41.50413983440662,0
165,38,IL,100/300,1000,2584,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Honda,1998,34635,26,13.403637770897832,0
300,24,OH,100/300,2000,1045,College,tech-support,Vehicle Theft,Rear Collision,Major Damage,Police,Toyota,2001,116140,23,111.13875598086125,1
444,68,OH,100/300,500,584,College,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Police,Honda,2019,53797,5,92.1181506849315,0
171,36,IN,100/300,500,2369,High School,sales,Single Vehicle Collision,Side Collision,Minor Damage,None,Honda,2006,56390,18,23.803292528493035,0
219,38,IL,250/500,2000,1415,College,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2000,72260,24,51.06713780918728,1
237,20,IN,100/300,2000,1244,Masters,tech-support,Vehicle Theft,Front Collision,Major Damage,Police,Ford,2014,28307,10,22.7548231511254,0
368,40,IN,500/1000,500,2020,Masters,tech-support,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,Ford,2018,74606,6,36.93366336633663,0
315,37,OH,100/300,2000,757,Masters,sales,Vehicle Theft,Front Collision,Minor Damage,Ambulance,Honda,2015,141021,9,186.28929986789962,1
548,57,OH,250/500,500,703,High School,tech-support,Vehicle Theft,Rear Collision,Minor Damage,Fire,Honda,2019,149178,5,212.20199146514935,1
344,28,IL,500/1000,500,1140,Masters,tech-support,Vehicle Theft,Front Collision,Total Loss,Fire,Ford,2013,129364,11,113.47719298245615,1
433,62,OH,250/500,2000,2926,Masters,sales,Vehicle Theft,Rear Collision,Major Damage,None,Honda,2021,122361,3,41.818523581681475,0
82,61,IN,500/1000,1000,1685,Masters,sales,Multi-vehicle Collision,Side Collision,Total Loss,Police,Ford,2003,163285,21,96.90504451038575,1
594,22,IN,250/500,2000,1459,High School,sales,Vehicle Theft,Rear Collision,Major Damage,Ambulance,Ford,2010,99707,14,68.33927347498286,1
463,41,OH,100/300,2000,2220,Masters,sales,Single Vehicle Collision,Rear Collision,Major Damage,Fire,Ford,2012,32169,12,14.490540540540541,0
122,34,IL,250/500,500,2002,Masters,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Fire,Honda,2012,53709,12,26.827672327672328,1
418,61,IL,250/500,1000,1939,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Ford,2023,127044,1,65.52037132542547,0
376,19,IN,500/1000,500,1575,College,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,Toyota,2013,161020,11,102.23492063492064,0
483,20,OH,100/300,1000,2002,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,Honda,2011,14731,13,7.358141858141858,1
589,69,IN,500/1000,2000,1890,Masters,exec-managerial,Vehicle Theft,Side Collision,Major Damage,None,Toyota,2014,193102,10,102.17037037037036,1
493,29,OH,250/500,500,2587,College,tech-support,Vehicle Theft,Side Collision,Minor Damage,Fire,Ford,2001,101468,23,39.22226517201391,1
162,20,IL,500/1000,500,1338,High School,sales,Multi-vehicle Collision,Front Collision,Total Loss,None,Toyota,1996,15799,28,11.807922272047833,1
557,28,IN,100/300,2000,1614,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,None,Toyota,2009,152388,15,94.41635687732342,1
289,39,IN,500/1000,500,1689,College,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Honda,2009,16994,15,10.061574896388395,0
225,33,IN,250/500,2000,2897,High School,tech-support,Vehicle Theft,Front Collision,Total Loss,None,Toyota,2001,74495,23,25.714532274767,1
493,44,IN,500/1000,1000,2082,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,None,Honda,2015,56182,9,26.984630163304516,1
147,26,OH,250/500,500,1517,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Minor Damage,None,Ford,1995,133965,29,88.30916282135794,1
21,56,IL,250/500,1000,565,Masters,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Police,Ford,1997,28938,27,51.21769911504425,0
281,60,IN,500/1000,2000,1574,College,sales,Multi-vehicle Collision,Front Collision,Major Damage,Police,Toyota,1996,133283,28,84.67789072426937,0
114,29,IN,100/300,500,1188,Masters,sales,Single Vehicle Collision,Rear Collision,Major Damage,Police,Toyota,2007,45377,17,38.196127946127945,1
584,22,IN,500/1000,2000,1780,High School,exec-managerial,Vehicle Theft,Side Collision,Minor Damage,None,Ford,2005,17532,19,9.84943820224719,0
90,75,IN,500/1000,1000,1740,Masters,tech-support,Single Vehicle Collision,Side Collision,Major Damage,Police,Ford,2016,52134,8,29.96206896551724,0
264,75,IN,500/1000,1000,1772,High School,tech-support,Vehicle Theft,Rear Collision,Major Damage,Fire,Toyota,2016,25143,8,14.189051918735892,0
549,39,IL,500/1000,500,1347,College,sales,Vehicle Theft,Rear Collision,Minor Damage,Police,Toyota,2003,4320,21,3.2071269487750556,0
541,68,OH,500/1000,2000,1744,High School,sales,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,Honda,2008,118569,16,67.9868119266055,1
129,40,IN,250/500,500,2217,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Toyota,1996,130529,28,58.87640956247181,1
404,56,OH,100/300,500,2420,High School,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Honda,2017,71871,7,29.698760330578512,0
449,41,IL,250/500,2000,2059,Masters,tech-support,Vehicle Theft,Rear Collision,Total Loss,None,Ford,2019,37833,5,18.374453618261292,0
115,21,IL,100/300,2000,2944,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Honda,2012,82110,12,27.890625,1
7,66,IN,100/300,500,675,Masters,sales,Single Vehicle Collision,Side Collision,Total Loss,None,Honda,2015,157323,9,233.07111111111112,1
188,73,IL,250/500,1000,2583,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Police,Toyota,2013,45565,11,17.640340689121178,0
357,70,OH,250/500,1000,1987,High School,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,None,Ford,2009,198916,15,100.10870659285355,1
336,77,IL,500/1000,500,2497,High School,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Toyota,1997,86945,27,34.81978374048859,1
514,68,OH,500/1000,2000,1911,High School,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Police,Toyota,2020,84049,4,43.98168498168498,0
69,62,IN,100/300,500,1428,College,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,Police,Honda,2008,153472,16,107.4733893557423,1
157,32,OH,250/500,1000,1964,High School,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Honda,2004,124199,20,63.2377800407332,1
255,37,IN,100/300,500,960,Masters,sales,Single Vehicle Collision,Front Collision,Major Damage,None,Toyota,2016,113196,8,117.9125,1
32,50,IN,500/1000,1000,2661,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,Toyota,2020,79209,4,29.76662908680947,0
537,68,OH,500/1000,2000,2858,Masters,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Police,Ford,2006,29718,18,10.398180545836249,0
581,75,IN,250/500,2000,2508,College,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Honda,2017,37674,7,15.02153110047847,0
126,41,OH,250/500,2000,2735,College,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,Ford,1996,106433,28,38.915173674588665,1
558,61,IN,100/300,2000,2513,College,exec-managerial,Vehicle Theft,Front Collision,Major Damage,None,Honda,2019,167766,5,66.75925189017111,1
281,36,OH,500/1000,2000,827,Masters,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Fire,Ford,2012,73361,12,88.7073760580411,0
229,36,OH,500/1000,2000,1023,High School,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Toyota,2016,167862,8,164.08797653958945,1
18,67,OH,250/500,1000,2211,High School,tech-support,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Honda,2012,83597,12,37.80958842152872,0
425,25,IN,100/300,2000,945,High School,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Honda,2020,152462,4,161.33544973544974,1
563,40,IL,250/500,500,1224,High School,sales,Single Vehicle Collision,Side Collision,Total Loss,Police,Ford,2014,92009,10,75.17075163398692,0
186,51,IL,250/500,2000,1203,High School,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,Police,Toyota,1997,138866,27,115.43308395677472,1
129,44,IL,100/300,1000,2047,High School,tech-support,Multi-vehicle Collision,Front Collision,Minor Damage,None,Ford,2016,34123,8,16.669760625305326,0
29,52,IN,500/1000,2000,2524,Masters,sales,Single Vehicle Collision,Side Collision,Major Damage,None,Ford,1996,60557,28,23.992472266244057,1
541,20,IN,250/500,500,1960,Masters,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Ford,2015,95968,9,48.96326530612245,0
379,23,IL,100/300,500,878,College,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,Fire,Ford,1999,116080,25,132.20956719817767,1
347,66,IN,500/1000,500,2970,College,sales,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,Ford,2019,161897,5,54.51077441077441,1
2,56,OH,100/300,1000,1912,High School,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Fire,Honda,2019,174688,5,91.36401673640168,1
323,50,OH,500/1000,500,512,Masters,tech-support,Single Vehicle Collision,Side Collision,Total Loss,None,Honda,1999,134089,25,261.892578125,1
387,77,OH,500/1000,500,2281,High School,sales,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2019,15591,5,6.835160017536168,0
172,26,IN,500/1000,1000,2112,Masters,sales,Vehicle Theft,Front Collision,Total Loss,Police,Honda,2010,160912,14,76.18939393939394,0
146,24,IN,100/300,2000,1027,Masters,sales,Multi-vehicle Collision,Front Collision,Total Loss,Police,Honda,2009,157080,15,152.95034079844206,1
279,74,IL,100/300,1000,2945,High School,sales,Vehicle Theft,Front Collision,Total Loss,None,Toyota,2012,74366,12,25.251612903225805,1
488,35,OH,100/300,500,2473,High School,exec-managerial,Vehicle Theft,Rear Collision,Total Loss,None,Toyota,1996,1595,28,0.6449656287909422,0
344,38,IL,500/1000,1000,944,High School,sales,Vehicle Theft,Front Collision,Total Loss,None,Ford,2020,76791,4,81.34639830508475,1
21,67,IL,100/300,500,1806,High School,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2014,78926,10,43.70210409745293,0
198,62,IN,500/1000,2000,736,College,tech-support,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,2020,50111,4,68.08559782608695,1
273,31,IN,100/300,2000,2572,Masters,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,Toyota,2022,89290,2,34.716174183514774,1
86,36,IN,100/300,2000,1758,Masters,exec-managerial,Vehicle Theft,Front Collision,Total Loss,None,Honda,2017,187770,7,106.80887372013652,1
463,46,IN,500/1000,1000,583,Masters,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,Honda,2013,22322,11,38.288164665523155,0
413,28,OH,250/500,2000,1061,College,sales,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Ford,2006,129692,18,122.23562676720076,1
75,56,OH,100/300,1000,1538,Masters,sales,Single Vehicle Collision,Rear Collision,Total Loss,Police,Toyota,1998,125891,26,81.85370611183355,1
371,52,OH,100/300,1000,2181,High School,exec-managerial,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,Honda,2000,130237,24,59.714351215038974,1
12,62,IN,250/500,2000,906,High School,tech-support,Vehicle Theft,Rear Collision,Major Damage,None,Honda,2011,43399,13,47.90176600441501,1
262,44,IN,100/300,1000,1813,Masters,exec-managerial,Vehicle Theft,Rear Collision,Major Damage,None,Toyota,2012,132627,12,73.15333701047987,0
380,24,IL,100/300,1000,2430,College,sales,Vehicle Theft,Front Collision,Major Damage,None,Ford,2012,8373,12,3.445679012345679,1
118,62,OH,500/1000,500,1492,High School,sales,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Honda,2019,151534,5,101.56434316353888,1
190,56,IL,250/500,500,985,College,sales,Single Vehicle Collision,Side Collision,Major Damage,None,Toyota,1997,14163,27,14.378680203045684,1
595,65,IL,500/1000,2000,1418,High School,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,2003,129303,21,91.18688293370946,1
173,59,OH,250/500,500,2666,Masters,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,Ford,2022,165052,2,61.90997749437359,0
394,36,IN,250/500,2000,2392,High School,sales,Vehicle Theft,Rear Collision,Major Damage,Fire,Ford,2021,113551,3,47.47115384615385,0
258,26,IL,250/500,500,724,College,sales,Vehicle Theft,Front Collision,Major Damage,None,Toyota,2009,188397,15,260.21685082872926,1
480,44,OH,500/1000,500,1009,High School,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Fire,Toyota,2018,126014,6,124.88999008919723,0
437,71,IN,100/300,2000,1263,College,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,Ford,2010,120815,14,95.6571654790182,0
302,55,IN,100/300,2000,847,College,exec-managerial,Vehicle Theft,Front Collision,Minor Damage,Ambulance,Honda,2014,125277,10,147.90672963400237,1
444,66,OH,100/300,500,2221,High School,tech-support,Multi-vehicle Collision,Rear Collision,Total Loss,Police,Toyota,1995,10491,29,4.723547951373256,1
522,26,OH,100/300,2000,1406,College,tech-support,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Honda,2016,168462,8,119.81650071123755,1
360,18,IN,100/300,1000,1279,Masters,tech-support,Vehicle Theft,Rear Collision,Total Loss,Ambulance,Ford,2016,35268,8,27.57466770914777,1
93,76,IL,500/1000,2000,1066,Masters,sales,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,Honda,2007,162100,17,152.06378986866793,1
428,34,IN,100/300,2000,1616,College,exec-managerial,Vehicle Theft,Side Collision,Total Loss,Police,Honda,2006,146764,18,90.81930693069307,0
270,44,OH,100/300,2000,2632,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Total Loss,Fire,Toyota,2007,99971,17,37.98290273556231,1
47,56,IL,250/500,2000,561,High School,exec-managerial,Single Vehicle Collision,Side Collision,Major Damage,Fire,Honda,2002,131000,22,233.5115864527629,1
337,59,IN,250/500,2000,1659,Masters,sales,Single Vehicle Collision,Front Collision,Total Loss,Fire,Toyota,2012,39931,12,24.06931886678722,0
376,73,IN,250/500,500,1116,College,exec-managerial,Vehicle Theft,Front Collision,Total Loss,Police,Ford,2004,113223,20,101.45430107526882,1
224,23,IN,500/1000,2000,725,College,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,Toyota,2020,118491,4,163.43586206896552,1
501,45,IN,500/1000,500,2768,College,sales,Multi-vehicle Collision,Side Collision,Total Loss,Fire,Ford,1999,40601,25,14.667991329479769,0
161,48,IL,250/500,1000,2789,Masters,sales,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,Honda,2018,82542,6,29.595553961993545,0
212,51,OH,250/500,500,1326,College,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,Honda,2021,19608,3,14.787330316742082,0
267,55,IN,500/1000,500,1201,Masters,sales,Single Vehicle Collision,Front Collision,Major Damage,None,Toyota,2002,109306,22,91.01248959200666,1
320,36,IL,250/500,1000,1443,Masters,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Fire,Ford,2008,13336,16,9.241857241857241,1
536,72,OH,500/1000,2000,733,High School,tech-support,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,Honda,2018,89074,6,121.51978171896316,0
452,53,OH,100/300,2000,1094,College,tech-support,Vehicle Theft,Front Collision,Major Damage,Ambulance,Ford,2023,8869,1,8.106946983546617,0
527,74,IL,250/500,2000,2743,Masters,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Police,Toyota,2011,147836,13,53.8957345971564,0
77,54,IN,100/300,1000,1072,College,exec-managerial,Single Vehicle Collision,Side Collision,Total Loss,Fire,Ford,2023,16210,1,15.121268656716419,0
326,66,OH,100/300,500,2127,College,exec-managerial,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,Toyota,2013,86765,11,40.79219558062999,1
481,18,OH,100/300,500,1575,Masters,sales,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,Toyota,2017,62293,7,39.55111111111111,0
598,78,OH,250/500,2000,2377,High School,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,Ford,2019,67201,5,28.271350441733276,1
270,73,OH,100/300,1000,1667,College,tech-support,Vehicle Theft,Front Collision,Total Loss,Police,Honda,2009,67133,15,40.271745650869825,0
558,66,IL,100/300,500,2424,College,tech-support,Vehicle Theft,Front Collision,Major Damage,None,Ford,2009,128602,15,53.053630363036305,1
560,31,OH,500/1000,500,2724,High School,tech-support,Vehicle Theft,Side Collision,Minor Damage,Police,Honda,2004,133425,20,48.981277533039645,1
